timestamp,failure_probability,alert_level,Amina Flow,Ore Pulp pH,Flotation Column 01 Air Flow,Flotation Column 02 Air Flow,Flotation Column 03 Air Flow,Flotation Column 04 Level,Flotation Column 05 Level,Flotation Column 06 Level,Flotation Column 07 Level,Silica_Rejection_Rate,Selectivity_Index,Avg_Air_Flow,Air_Flow_Std,Level_Std,hour,day_of_week,day_of_month,week_of_year
2017-09-09 20:00:00,0.0,GREEN,486.551,9.18342,299.678,305.005,305.582,412.052,477.403,333.293,394.814,92.62931034482759,75.76253359822368,315.7402142857142,23.060664792125163,59.534185337581654,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,487.845,9.16364,301.397,293.959,299.002,400.266,479.802,258.249,393.512,92.62931034482759,75.76253359822368,312.5625,24.369250742482834,82.63629498534382,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,485.975,9.16647,300.463,293.482,294.333,405.864,504.845,343.937,405.673,92.62931034482759,75.76253359822368,310.42010714285715,23.407397844065375,67.62544875935954,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,491.836,9.16929,299.974,297.087,298.092,415.362,514.825,441.05,426.908,92.62931034482759,75.76253359822368,313.11514285714287,24.786010371636202,51.80499976330653,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,481.112,9.17212,298.946,292.802,297.628,412.571,509.14,492.403,433.208,92.62931034482759,75.76253359822368,304.12800000000004,24.882169151154542,45.310633599000326,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,481.367,9.17495,298.437,299.282,297.51,399.584,495.616,492.842,429.75,92.62931034482759,75.76253359822368,305.7532857142857,19.778639839603773,46.72550624607914,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,486.471,9.17777,297.8,300.343,298.294,389.678,458.652,440.299,441.088,92.62931034482759,75.76253359822368,310.53414285714285,20.22427886995044,40.21820874039165,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,500.124,9.1806,297.729,304.677,301.328,403.652,474.043,368.114,425.287,92.62931034482759,75.76253359822368,314.44571428571425,22.99412826291592,49.39911822328507,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,484.076,9.18625,299.731,300.482,302.363,410.456,440.263,350.815,374.496,92.62931034482759,75.76253359822368,315.6367142857143,24.004131316048397,43.84383420678876,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,501.912,9.26921,300.693,303.915,301.245,371.596,397.289,399.405,381.773,92.62931034482759,75.76253359822368,308.793,20.566309173013998,38.8685619871945,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,488.89,9.1919,301.44,302.417,300.879,384.675,509.72,421.169,384.7,92.62931034482759,75.76253359822368,309.86642857142857,23.489160300424686,66.32174416685176,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,491.468,9.19473,301.66,301.929,299.829,386.848,638.51,441.509,398.55,92.62931034482759,75.76253359822368,299.43071428571426,31.496678363039525,100.30702238081221,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,494.109,9.19756,301.879,305.607,299.902,386.807,604.013,440.586,398.556,92.62931034482759,75.76253359822368,305.2870000000001,15.326358493349517,93.46730042717002,20,5,9,36
2017-09-09 20:00:00,0.0,GREEN,484.1,9.20038,302.684,302.768,300.316,377.711,670.38,434.742,397.39,92.62931034482759,75.76253359822368,310.99185714285716,15.342082425239974,111.30098918013348,20,5,9,36
